textid|text|obscurity|density|lengthr
1387|Last night I, I saw you standing and I started, started pretending that I knew you, and you knew me too. And just like a Roni, you were too shy. But you weren't the only 'cause so was I. And I dreamed of you ever since. Now I built up my confidence. Girl, next, next time you come my way, I'll know just what to say. Can we talk for a minute? Girl, I want to know your name.|4.523449|5.2271647|5.9810133
1623|Deep within it, the Abyss creeps into your mind. Eventually, it'll get your body as well. Unlike the curse from the 6th Layer, those don't manifest immediately. For every expedition, you'll stand at the precipice of death and insanity, twisting the skin off your head.|6.821556|4.716641|4.917472
1697|There was no hope for him. Buck was inexorable. Mercy was a thing reserved for gentler climes. He manoeuvred for the final rush. The circle had tightened till he could feel the breaths of the huskies on his flanks. He could see them, beyond Spitz and to either side, half crouching on the spring, their eyes fixed upon him.|6.230974|4.300151|5.5251274
237|The universe has a beginning, but no end - Infinity. Stars, too, have their own beginnings, but their own power results in their destruction - Finite. It is those who possess wisdom who are the greatest fools. History has shown us this. You could say that this is the final warning from God to those who resist.|5.6504097|5.0398273|5.403685
1871|'For I am not going to tell you my name, not yet at any rate.' A queer half-knowing, half-humorous look came with a green flicker into his eyes. 'For one thing it would take a long while: my name is growing all the time, and I've lived a very long, long time; so my name is like a story. Real names tell you the story of the things they belong to in my language, in the Old Entish as you might say.'|4.234251|5.166469|6.172781
1107|A long, long time ago, I can still remember how that music used to make me smile. And I knew if I had my chance that I could make those people dance, and maybe they'd be happy for a while. But February made me shiver, with every paper I'd deliver. Bad news on the doorstep, I couldn't take one more step. I can't remember if I cried when I read about his widowed bride, something touched me deep inside, the day the music died.|5.209219|3.9148543|6.36602
482|Typewriter eraser brushes were necessary for clearing eraser crumbs and paper dust, and using the brush properly was an important element of typewriting skill; if erasure detritus fell into the typewriter, a small buildup could cause the typebars to jam in their narrow supporting grooves.|8.5898075|2.5821502|5.165353
2093|I was getting ten words per minute faster every single day, up until the fifty to sixty threshold. And I still improved, but it started to slow down to about five words per minute a day. As for QWERTY, I could still switch instantly. It didn't even take a second to adjust.|6.2502728|5.1367655|4.9783897
2168|Little Chuck grinned broadly. "There ain't no need to fear a cootie, ma'am. Ain't you ever seen one? Now don't you be afraid, you just go back to your desk and teach us some more."|6.357151|7.2016263|3.6200037
1444|Oh, when you walk by every night, talking sweet and looking fine, I get kind of hectic inside. Baby, I'm so into you. Darling, if you only knew, all the things that float through my mind. But, it's just a sweet, sweet fantasy, baby. When I close my eyes, you come and take me on, and on, and on. It's so deep in my daydreams, but it's just a sweet, sweet fantasy, baby.|5.168806|4.615657|5.9403095
2404|The postmodern notion that reality is only a construct - that we are what we program - suggests limitless human possibilities; but as the young spend less and less of their lives in natural surroundings, their senses narrow, physiologically and psychologically, and this reduces the richness of human experience.|7.166889|3.532735|5.414029
1310|Sure. You had that skinny guy expose Adrena Lynn so she'd freak out and set up this whole 'Save Brick' thing, just to prove you dug me! Kim, you're nice and all, but you try too hard. If you just asked me out, that's cool, but this is too much. I'm sorry, but it's over.|5.9475403|5.46598|4.941985
1603|Because he was you. Drawn to the ocean. Down by the shore. He took a canoe, Moana. He crossed the reef and found an unforgiving sea. Waves like mountains. His best friend begged to be on that boat. He couldn't save him. He's hoping he can save you. Sometimes, who we wish we were, what we wish we can do is just not meant to be.|5.211546|5.1460414|5.5740366
15|With a silent order, I urged Snout forward but he veered away, charging toward Hazel instead. No, Snout! I thought. Toward the roof! He ignored me. That was the problem with a machine that obeyed your thoughts. Instead of doing what you said, it did what you wanted.|6.082218|5.398871|4.8927627
231|The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men. Blessed is he who, in the name of charity and good will, shepherds the weak through the valley of the darkness. For he is truly his brother's keeper and the finder of lost children. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you.|5.0823097|3.4438365|6.7089067
1514|We gotta do something. Okay, our callbacks are on Thursday, and the basketball game and scholastic decathlon are on Friday. Too bad all of these events weren't happening on the same day, at the same time.|8.411932|4.549792|4.0201693
163|Whose woods these are I think I know. His house is in the village though; he will not see me stopping here to watch his woods fill up with snow. My little horse must think it queer to stop without a farmhouse near between the woods and frozen lake the darkest evening of the year. He gives his harness bells a shake to ask if there is some mistake. The only other sound's the sweep of easy wind and downy flake. The woods are lovely, dark and deep, but I have promises to keep, and miles to go before I sleep, and miles to go before I sleep.|4.586954|3.498531|6.9634185
2405|We were like children lost in our own dream; we never knew love's a garden and hard to grow. We thought the magic would lead us upstream, but we fell. It's not our fault - it's how currents flow. Even though it's hard to know you are leaving this picture, you remain another memory of summer when we loved. Even the winter cold feels warm, shining with light from all I kept inside from you. That is how the heart can live on and on.|4.8555775|4.1200147|6.4046926
2050|Maybe we all have in us a secret pond where evil and ugly things germinate and grow strong. But this culture is fenced, and the swimming brood climbs up only to fall back. Might it not be that in the dark pools of some men the evil grows strong enough to wriggle over the fence and swim free? Would not such a man be our monster, and are we not related to him in our hidden water? It would be absurd if we did not understand both angels and devils, since we invented them.|5.0144043|3.5918677|6.634695
1149|I walked over to the hill where we used to go and sled. There were a lot of little kids there. I watched them flying. Doing jumps and having races. And I thought that all those little kids are going to grow up someday. And all of those little kids are going to do the things that we do. And they will all kiss someone someday. But for now, sledding is enough. I think it would be great if sledding were always enough, but it isn't.|5.0639744|3.933977|6.391905
1992|They had thought that the Fifth Commandment was 'No animal shall drink alcohol', but there were two words that they had forgotten. Actually the Commandment read: 'No animal shall drink alcohol to excess.'|6.7472553|6.1145067|4.0201693
1615|We're soarin', flyin'. There's not a star in heaven that we can't reach. If we're trying, so we're breaking free. You know the world can see us in a way that's different than who we are. Creating space between us, 'til we're separate hearts. But your faith it gives me strength, strength to believe.|5.4501495|5.340161|5.2762833
1522|But you're not just a guy, Troy. You're the team leader. What you do affects not only this team, but the entire school. And without you completely focused, we're not gonna win next week. The championship games, they don't come along all the time. They're something special.|6.464237|4.840682|4.9783897
1219|I'm waking up, breathing in clean air, what a day, yeah. What a sunny, funny day. I feel so high, I can't deny, a little better than okay. Nowhere to go, I shoot for stars, I'm Galileo. Pack your bags and don't be late. The scenery flies before my eyes, don't you dream of home, 'cause it'll have to wait.|5.7833366|4.9139967|5.340747
2394|[In outer space,] you develop an instant global consciousness, a people orientation, an intense dissatisfaction with the state of the world, and a compulsion to do something about it.|6.5497017|6.8555|3.6721458
1986|The next moment a choking roar of rage sounded from Napoleon's apartments. The news of what had happened sped round the farm like wildfire. Banknotes were forgeries! Frederick had got the timber for nothing!|7.972597|4.8451686|4.0675473
9|Today is the big day! I have devised an ingenious plan to finally steal the Krabby Patty formula! And if Bikini Bottom gets demolished in the process, oh well!|8.3540745|5.812031|3.2369876
1319|Dating could be good, ya know, the date thing... But what if it tanks? It could totally wreck our friendship! No. No! I can't let that happen! Only one thing to do: break up with Kim! Thanks, man. You've been a big help.|5.5476418|6.850512|4.2664223
2102|She was not a girl who could be "won" in the kinetic sense - she was proof against cleverness, she was proof against charm. Perhaps from so much youthful love, so many youthful lovers, she had come, in self defense, to nourish herself wholly from within.|6.1532993|5.499486|4.7402897
1331|It's 7:00 on KILL. This one goes out to Arnold, who's going to die in 2 hours, 6 minutes, and 47 seconds, from Helga who hates you.|7.128811|7.8753357|2.6736994
1376|Shh. It isn't your fault. It wasn't fair for me to suddenly ask so much of you. But things are different now. And doubt is a luxury we can't afford anymore, sweetie. You have more power than you realize. Don't think. And don't worry. If the time comes, you'll know what to do. It's in your blood.|5.476864|5.3309736|5.243468
2171|She loved everything that grew in God's earth, even the weeds. With one exception. If she found a blade of nutgrass in her yard it was like the Second Battle of the Marne: she swooped down upon it with a tin tub and subjected it to blasts from beneath with a poisonous substance she said was so powerful it'd kill us all if we didn't stand out of the way.|5.6313477|4.2513943|5.8219194
1853|There exists a limit to the force even the most powerful may apply without destroying themselves. Judging this limit is the true artistry of government. Misuse of power is the fatal sin. The law cannot be a tool of vengeance, never a hostage, nor a fortification against the martyrs it has created. You cannot threaten any individual and escape the consequences.|6.1879177|3.617097|5.8819413
245|In most people's vocabularies, design means veneer. It's interior decorating. It's the fabric of the curtains and the sofa. But to me, nothing could be further from the meaning of design. Design is the fundamental soul of a man-made creation that ends up expressing itself in successive outer layers of the product or service.|6.1201344|4.205293|5.55459
1528|Practice chanters are used by beginners to learn techniques for fingering and blowing. Because pipers need to know their tunes from memory, practice chanters are also used when learning any new tune. Pipe band members practice together using practice chanters, both for practicing old tunes and for learning the tempo and notes to new music.|7.0603676|3.069685|5.696724
1661|The smile of dawn, arrived early May, she carried a gift from her home. The night shed a tear to tell her of fear and of sorrow and pain she'll never outgrow. Death is the first dance, eternal. There's no more freedom, the both of you will be confined to this mind. I was told there's a miracle for each day that I try. I was told there's a new love that's born for each one that has died. I was told there'd be no one to call on when I feel alone and afraid. I was told if you dream of the next world. You'll find yourself swimming in a lake of fire.|4.272854|3.6551983|7.003984
1378|Just like a movie! The robot will emerge dramatically, do some damage. Throngs of screaming people! And just when all hope is lost, Syndrome will save the day! I'll be a bigger hero than you ever were!|7.262602|5.6423845|3.97222
1732|God, everything is so different in there. You can feel how cut off you are. It's this entirely separate world and you encompass most of it. And the sound. Isn't the sound different on the inside? It's like it's singing. I had this dream in there - I was on or near the ocean, and I just kept hearing the surf. It was so uneventful. At night. And the tide kept coming in and out.|4.6125584|4.9172225|6.0129967
928|"This is the feeling of being lonely. Every time I savour this, it strengthens my resolve to pursue the demonic way!" Fang Yuan's gaze shone, thinking of the story of Ren Zu.|6.2704678|7.3326488|3.5138268
1298|You were right. They weren't scared of me. I did everything right. I wanted it more than anybody. And I thought... I thought if I wanted it enough, I could show everybody that... that Mike Wazowski is something special. I'm just... not.|5.869335|6.1299458|4.4974384
1334|Can't you see? It's not about snow boots, it's not about flashy, expensive presents or getting yours before the other guy gets his! It's about showing people you really care about them! And most of all, it's about a funny football-headed kid with a good heart but no sense of reality whose entire world view is at stake!|5.6627617|4.719203|5.4953103
1890|They bring me down, all the world is stereotypical, playing out rules, but act out another. Look now, you thought you had me by the upper-hand, but I see through the face you've covered cynical. Four, unleash the beast that lies inside of you. Three, take on the fire that burns in front of you. Two, let out the fear you feel surrounding you. One, become the soul that you were born to be.|5.0685234|4.296038|6.105939
1634|Well, you're safe now. We're all castoffs here. We been dumped, donated, yard-saled, secondhanded and just plain thrown out. But just you wait, you'll find being donated was the best thing that ever happened to ya.|7.716852|4.8310766|4.1759152
1542|Walking the streets with you and your worn-out jeans, I can't help thinking this is how it ought to be. Laughing on a park bench thinking to myself, hey, isn't this easy? And you've got a smile that could light up this whole town, I haven't seen it in a while since she brought you down. You say you're fine, I know you better than that. Hey, what'cha doing with a girl like that?|5.000929|4.4691005|6.0287976
2068|Chemists do not usually stutter. It would be very awkward if they did, seeing that they have at times to get out such words as methylethylamylophenylium.|10.786685|3.5602818|3.1215262
2033|At eight o'clock on Tuesday morning Arthur didn't feel very good. He woke up blearily, got up, wandered blearily round his room, opened a window, saw a bulldozer, found his slippers, and stomped off to the bathroom to wash.|8.048113|4.278683|4.310869
2131|Our knowledge has made us cynical; our cleverness, hard and unkind. We think too much and feel too little. More than machinery, we need humanity. More than cleverness, we need kindness and gentleness. Without these qualities life will be violent, and all will be lost.|6.988838|4.3232503|4.917472
2401|Within the space of a few decades, the way children understand and experience nature has changed radically. The polarity of the relationship has reversed. Today, kids are aware of the global threats to the environment - but their physical contact, their intimacy with nature, is fading. That's exactly the opposite of how it was when I was a child.|6.068712|3.8518815|5.760196
587|Well, well! The fearsome Edward Kenway speaks, eh? Pray tell us, captain, how to quit this predicament! And tell us what genius you have for sailing a boat with no sails and no rudder!|7.45109|5.8453965|3.6893883
1770|A great way to pick up new Haskell knowledge is to just click through the standard library reference and explore the modules and their functions. You can also view the Haskell source code for each module. Reading the source code of some modules is a really good way to learn Haskell and get a solid feel for it.|6.6197186|3.8912127|5.403685
2247|The young kids were mystified by this and stood open-eyed, watching. Some older folks smiled, waving as we hit a chuckhole and bounced. Papa swung left, and we clattered out onto the wide, empty boulevard that ran the length of the camp, back to where our own baggage waited and the final packing.|6.9424725|3.8153071|5.25445
1761|Recursion is important to Haskell because unlike imperative languages, you do computations in Haskell by declaring what something is instead of declaring how you get it. That's why there are no while loops or for loops in Haskell and instead we many times have to use recursion to declare what something is.|6.8543224|3.7143896|5.361894
1500|Hey, c'mon. You wanted to save your father's life. Who knew you'd end up shaming him, disgracing your ancestors and losing all your friends. Y'know, you just gotta... just gotta learn to let these things go.|7.5343056|5.137792|4.0675473
1065|To reduce the threat of hyperinflation, the government proposed to restrict subsidies to enterprises; raise interest rates; set quarterly limits on credits, the budget deficit, and money supply growth; and impose temporary taxes and cut spending if budget targets are not met.|7.960308|3.2027936|5.014361
2260|The psychology department actually studies the limits of almost all psychology. And it's only when you go to graduate school that you can do some real research. In graduate school, after deciding on a specific major and an academic adviser and applying, you have to pass an interview and written evaluation of your research plans.|7.0189457|3.1715076|5.5933285
884|It's just a little old Krabby Patty smothered in jellyfish jelly. I call it a Krabby Patty with jellyfish jelly.|10.18552|5.4822598|2.253992
1544|Don't tell your friends that I don't mean nothing to you. Please, don't deny the truth. Tell me right now, I know your heart is in the right place. You know I won't let you down. You can't disguise all the pounding of your heart. I see your eyes and you can't hide. Start to make sense and quit playin' these love games. Tell me what you're gonna do. Quit breakin' my heart.|4.886963|4.590875|5.9810133
2118|My poor aunt's figure, however, would have presented astonishing difficulties to any dressmaker. Her skin was yellow as a Mongolian's from constant exposure to a pitiless wind, and to the alkaline water, which transforms the most transparent cuticle into a sort of flexible leather.|7.5074806|3.5024753|5.085024
1956|With some difficulty Muriel spelt it out. "It says, 'No animal shall sleep in a bed with sheets'", she announced finally.|6.8846073|8.326622|2.4567714
90|Most winemakers, therefore, and certainly all concerned with high-volume production, choose to speed the process up by intervening with one or more of filtration, centrifugation, flotation, and the much cheaper process of fining, the addition of agents which aid agglomeration and settling of colloids in the must or new wine.|7.1034546|3.125421|5.55459
585|For years I've been rushing around, taking whatever I fancied, not giving a tinker's curse for those I hurt. Yet here I am... with riches and reputation, feeling no wiser than when I left home. Yet when I turn around, and look at the course I've run... there's not a man or woman that I love left standing beside me.|5.3498497|4.975829|5.454994
175|Are you even listening? Look at me! These kids believe in you, but this isn't about you helping them anymore. This is about you loving all of the attention, and the hero worship. If you care about these kids, I mean truly care about them, you'll turn yourself in before anyone gets hurt. That's what a real leader would have the courage to do.|5.4561424|4.453424|5.71504
167|Would you really dig into yesterday's garbage to make tonight's meal? Do you dig into old mental garbage to create tomorrow's experiences? If a thought or belief does not serve you, let it go! There is no written law that says that because you once believed something, you have to continue to believe it forever.|6.1759415|4.2387257|5.414029
1962|Napoleon ordered the almost empty bins in the store-shed to be filled nearly to the brim with sand, which was then covered up with what remained of the grain and meal. On some suitable pretext Whymper was led through the store-shed and allowed to catch a glimpse of the bins. He was deceived, and continued to report to the outside world that there was no food shortage on Animal Farm.|5.13834|4.1848288|6.067753
41|People are going to tell you who you are your whole life. You just got to punch back and say, "No, this is who I am." You want people to look at you differently? Make them. You want to change this? You're going to have to go out there and change them yourself, because there are no fairy godmothers in this world.|4.1993637|6.119286|5.4243317
1303|Well, then. I'm sure your family will be very disappointed. And Mr. Wazowski, what you lack is something that cannot be taught. You're not scary. You will not be continuing in the Scaring Program.|7.144409|5.7415113|3.891017
1806|You're not part of the control group, by the way. You get the gel. Last poor son of a gun got blue paint. Hahaha. All joking aside, that did happen - broke every bone in his legs. Tragic. But informative. Or so I'm told.|6.4292126|5.8248734|4.2664223
1173|Don't be afraid, go straight on, 'cause no one knows what the future holds. Past regrets and loneliness. I gave it a lot of thought to see the light. I must go on for all time and never return! I have to say goodbye and it's breaking my heart forever. I wish to carry on, but there's so many places in this world. I'm following my destiny, crossing the valleys, the seven seas all over the earth and I'm swearing on my honour to dethrone the prince of the world.|4.820257|3.6578553|6.5790896
1891|Don't be afraid, go straight on, 'cause no one knows what the future holds. Past regrets and loneliness. I gave it a lot of thought to see the light. I must go on for all time and never return! I have to say goodbye and it's breaking my heart forever. I wish to carry on, but there's so many places in this world. I'm following my destiny, crossing the valleys, the seven seas all over the earth and I'm swearing on my honour to dethrone the prince of the world.|4.820257|3.6578553|6.5790896
2239|After showing us the first three ballet positions she sat down to rest. She took her shoes off. Her toes were showing blood. I noticed then the lines in her face, the traces of gray in her black hair. I felt so sorry for her I decided to go ahead and sign up for her course. But once I left that room, back out into the dust, wind-flurried afternoon, I never did return. Ballet seemed then some terrible misuse of the body.|5.043602|3.8250299|6.3397193
916|Baby, love never felt so good. And I'd doubt if it ever could. Not like you hold me, hold me. Oh baby, love never felt so fine. And I'd doubt if it's ever mine. Not like you hold me, hold me. And the night is gonna be just fine. Gotta fly, gotta see, can't believe, I can't take it.|5.430868|5.466674|5.085024
2115|She came up to me and, putting her hands over my eyes, gently drew my head back upon her shoulder, saying tremulously, "Don't love it so well, Clark, or it may be taken from you. Oh, dear boy, pray that whatever your sacrifice may be, it be not that."|5.40666|6.1015425|4.7010164
1778|Science isn't about WHY. It's about WHY NOT. Why is so much of our science dangerous? Why not marry safe science if you love it so much. In fact, why not invent a special safety door that won't hit you on the butt on the way out, because you are fired.|5.327894|6.1508493|4.71416
1388|When I'm with you, I hear a sound that makes me laugh and smile and sing to you. When I'm with you, I feel so free. I love that love is going to take control of me. When I'm with you, it's for real. What I feel, when I'm with you. When I'm with you, I wonder why people do stop and stare and smile at us. When I'm with you, the sun shines my way. Baby, our love reflects its rays of light on everyone in the world.|3.7886333|5.1143584|6.278984
1813|Some emergency testing may require prolonged interaction with lethal military androids. Rest assured that all lethal military androids have been taught to read, and provided with one copy of the Laws of Robotics.|8.568123|3.9259105|4.145262
1415|Well, this can't be right. Lemme see those blueprints. Oh, wait a minute. Those are the plans for a Space Laser-inator, apparently. I was wondering what that thing was for. That must be the laser. Good thing we didn't attach it, huh?|6.2188644|5.692633|4.4552393
1438|Actually, it's your word against yours. And if you want this pen, you're going to help me find this poor missing otter, or the only place you'll be selling pawpsicles is the prison cafeteria. It's called a hustle, sweetheart.|8.137806|4.0262427|4.340206
390|She inserted a fresh sheet of paper and began. Under her fingers, the keys rattled and clicked. But although she willed the words to wisp up into long silvery tendrils that would wrap around her and take her away, they didn't. They stayed black and blunt on the page. There was no liftoff. None at all.|6.313814|4.2092686|5.308708
1325|Oh! Oh! Or we could put state-of-the-art robotic technology in kiddie meals all over the world! Can you hear me okay through that pillow?|7.693474|6.9060116|2.7997599
286|Okay, may I speak now? Because I happen to be an expert on punishment, and I'm not sure it fits the crime here. I mean, Carver made a mistake - well, several really - but... you're different. He's changed. Doesn't that mean anything to you?|5.6032677|6.0888734|4.552923
1734|Now I have repaid any debt I may have owed you. You know all that I know. My voice is the only proof that you will have of the truth of any of this. I might have written a letter with my signature, but my handwriting isn't what it used to be. Maybe you've had the presence of mind to record this. That's your prerogative. You will not be contacted by me again. And if you look... you will not find me.|4.561661|4.464639|6.187311
1060|Throughout the entire structure well guarded mazes held the clues to the locations of an incredible array of computing power, some of the world's best analytical tools, test equipment, forensic labs, communications facilities and a staff of experts in hundreds of technical specialties required to investigate crimes that landed in their jurisdiction.|7.377676|2.389009|5.7868605
1336|Oh sure it's a good day for you! Tomorrow's a grand day for you because tomorrow is the day you get a job! Tomorrow is the day you pay the bills, tomorrow is the day you grow up and start acting responsible. But tomorrow never comes for you, does it, Oskar? Because it's so conveniently a day away!|5.6159|4.9254627|5.2653885
1746|Haskell is a purely functional programming language. In imperative languages you get things done by giving the computer a sequence of tasks and then it executes them. While executing them, it can change state. In purely functional programming you don't tell the computer what to do as such but rather you tell it what stuff is.|6.628109|3.467|5.564333
49|We have learned to fear our planet and fled to the stars in search of a new one. But the fascination for other worlds could not turn my eyes away from the beauty of our home. The waves are crashing on the shore... and the wind is blowing in my hair. Tell them it feels good. Tell them the dark clouds have given way to the ocean mist. Tell them a new world awaits us. Tell them we're waiting for you. Waiting for you to come back.|4.2876244|4.398989|6.3854723
42|Breaking News! An update has swept the realm, changing villager life forever. But one villager refuses to embrace our new way of life. Here's Villager Number Nine with more info.|7.560526|5.7438564|3.5848937
2078|You talked of subjugation. I answered your violent plea... youth and infatuation kept me too blind to see. You think you're someone's hero, you're hiding more than your eyes. I challenge your weak manifesto, the goal of a savior is not to be lionized.|7.303919|4.187686|4.7010164
1625|Well, I tried squeakin', but I'm still broken. No one could hear me. Besides, the dust aggravates my condition. What's the point in prolonging the inevitable? We're all just one stitch away from here, to there.|6.7390614|5.665599|4.114362
1366|Yes! They happened! But this, our family, is what's happening now, Bob. And you are missing this! I can't BELIEVE you don't want to go to your own son's graduation!|6.198389|7.441134|3.3311152
2095|Breaking plateaus in anything is a difficult task. Sometimes, a new practice method can help you push through it, and other times, it's just more and more focused practice. My problem was that I was obsessed with speed, but sometimes you gotta take it slow, and refine each and every motion that you're making. That's what let me break through: I had to slow down to go faster.|5.545721|3.7716181|6.0050488
1404|Okay, Ferb. If we're going to tackle this fashion design thing, we've got to do something really special. It has to be cool, comfortable... and undetectable by radar. Something that absolutely screams summer!|7.017782|5.4398427|4.0832148
1867|They were crying when their sons left, all young men must go. He's come so far to find the truth, he's never going home. Young men standing on the top of their own graves; wondering when Jesus comes, are they gonna be saved? Cruelty to the winner, bishop tells the king his lies. Maybe you're a mourner, maybe you deserve to die.|5.4981422|4.492553|5.583702
2210|During the design process, it can be unclear how to proceed forward, particularly when team members have mixed opinions. The best way to resolve team conflicts about design elements is to prototype and evaluate them with users. If a prototype is received well, it's a good sign it's worth pursuing further.|7.0242023|3.3898942|5.3513417
2396|The thing that really surprised me was that it [Earth] projected an air of fragility. And why, I don't know. I don't know to this day. I had a feeling it's tiny, it's shiny, it's beautiful, it's home, and it's fragile.|5.4070873|6.7300386|4.2364936
2223|He wasn't even a very successful man. He was a poser, a braggart, and a tyrant. But he had held onto his self-respect, he dreamed grand dreams, and he could work well at any task he turned his hand to: he could raise vegetables, sail a boat, plead a case in small claims court, sing Japanese poems, make false teeth, and carve a pig.|5.6319942|4.286382|5.6219788
411|She walked close to Gatsby, touching his coat with her hand. Jordan and Tom and I got into the front seat of Gatsby's car, Tom pushed the unfamiliar gears tentatively, and we shot off into the oppressive heat, leaving them out of sight behind.|7.118597|4.495953|4.5939593
1168|Hello fellow and aspiring typists! Over the years I have spent among my beloved typing community so far, I have noticed that while there's plenty of sources for typing advice available for plenty of people who have sought it, they oftentimes only focus on a few certain aspects of typing as they tend to be pretty short and easy to read, and now and then the suggestions would contradict each other.|6.1493664|2.8827462|6.172781
1066|Leaving behind her still, on either side, small circles glittering idly in the moon, until they melted all into one track of sparkling light. But now, like one who grows, proud of his skill, to reach a chosen point with an unswerving line, I fixed my view upon the summit of a craggy ridge. The horizon's utmost boundary; far above was nothing but the stars and the grey sky.|5.886999|3.4287062|5.989057
2142|And both that morning equally lay in leaves no step had trodden black. Oh, I kept the first for another day! Yet knowing how way leads on to way, I doubted if I should ever come back. I shall be telling this with a sigh. Somewhere ages and ages hence: Two roads diverged in a wood, and I- I took the one less traveled by, and that has made all the difference.|4.9835567|4.507035|5.8564224
1671|We stand up for our right. Stand up in order to fight. Silence's been broken our anger. Demand an apology to you. Time has come. Fight in the cause of justice. Don't wander in the darkness. No matter what happened, we push ahead confidently. Everything goes just as we want now, go.|5.6816616|5.070551|5.085024
941|I want to learn more and more to see as beautiful what is necessary in things; then I shall be one of those who make things beautiful. Amor fati: let that be my love henceforth! I do not want to wage war against what is ugly. I do not want to accuse; I do not even want to accuse those who accuse. Looking away shall be my only negation. And all in all and on the whole: some day I wish to be only a Yes-sayer.|4.4647903|4.365573|6.2512817
1577|Carlton, I'd like to come to everything you do. I always come to your tennis matches, to your glee club concerts, to your debate matches. Frankly, keeping up with your extracurricular activities is a 24-hour a day job.|7.4269085|4.7458544|4.2364936
980|Have you seen the two-hundred-foot-long billboards in the country beyond town? Did you know that once billboards were only twenty feet long? But cars started rushing by so quickly they had to stretch the advertising out so it would last.|6.702545|4.9971614|4.5113926
2271|Long exposure to spice has given the tribe their characteristic blue eyes, the eyes of Ibad. Little else is known of the Fremen, except that they are dangerous and unreliable. Fremen attack make spice harvesting extremely hazardous.|7.63422|4.2115006|4.44106
40|Can you hear me, Belle? It's me. I know it's only been a short time since I began my journey without you, but it feels like an eternity. I received a letter from Gideon. He's doing well in his studies. Our son misses you, Belle. Terribly. And so do I.|5.692442|5.6613197|4.7010164
1364|Under tremendous public pressure, and the crushing financial burden of an ever mounting series of lawsuits, the government quietly initiated the superhero relocation program. The supers will be granted amnesty from responsibility for past actions, in exchange for the promise to never again resume hero work.|7.488268|2.8497045|5.3724046
918|How could you do this to me? I've been a salesman here 18 years. Wendy's only been here two months!? Look, your sales are admittedly better but she has the college degree. What can I do?|6.5628242|6.3823705|3.7236676
1658|Remember days of yesterday, how it flew so fast. The two score and a year we had, I thought it would always last. Those summer days and west coast dreams, I wished would never end. A young boy and his father, idol, and best friend. I'll always remember - those were the best of times. A lifetime together, I'll never forget. The morning shows on the radio, the case of the missing dog.|4.7927837|4.318269|6.067753
1635|Well, now, I'll tell ya. When the kids get old, new ones come in. When they get old, new ones replace them. You'll never be outgrown or neglected, never abandoned or forgotten. No owners means no heartbreak.|7.374443|5.043072|4.0675473
2280|Now if rights are founded in the nature of our moral being, then the mere circumstance of sex does not give to man higher rights and responsibilities, than to woman. To suppose that it does, would be to deny the self-evident truth, that the "physical constitution is the mere instrument of the moral nature."|4.8638268|5.366516|5.3724046
2031|Safe travels to you and Saphira, Eragon. And remember to watch out for earwigs and wild hamsters. Ferocious things, wild hamsters.|9.455501|5.309514|2.6523943
416|You can go the distance, you can run the mile. You can walk straight through hell with a smile. You can be a hero, you can get the gold. Breakin' all the records they thought never could be broke. Do it for your people, do it for your pride. How you ever gonna know if you never even try? Do it for your country, do it for your name, 'cause there's gon' be a day when you're standing in the Hall of Fame.|4.2360306|4.6243277|6.208891
1729|I know we've seen a lot of crazy things lately, okay? I know you're still trying to put it all together in a way that makes sense. I just want you to understand that what's next is not a prank, okay? I wouldn't do that to you and I'm not doing that to you. So when you see this, you can't yell or make any noise or run anywhere. I know you probably feel like you're being tricked or made fun of. But you're not. I promise you, you're not.|4.518568|3.9744072|6.436219
2109|I'd wave at them and when they returned my salute, I would say something like this: "Howdy-do-well-I-thank-you-where-you-goin?"|4.966919|9.723056|2.587966
256|The world was a terrible place, cruel, pitiless, dark as a bad dream. Not a good place to live. Only in books could you find pity, comfort, happiness - and love. Books loved anyone who opened them, they gave you security and friendship and didn't ask anything in return; they never went away, never, not even when you treated them badly.|5.584629|4.1890836|5.65965
1645|In the ancient accounts of the Pythagoreans, it is impossible to distinguish Pythagoras' own thoughts from those of his followers. This is largely because of the members of the religious cults or brotherhoods inspired by Pythagoras regarded it as only proper to attribute anything they came up with to the master himself.|6.400013|3.648722|5.505289
239|If you had to sacrifice many things to protect one, you're more likely to give up and throw it away. Including the relationships you have in your hand now. Because it's precious, because you don't want to lose it, you hide it away and put up a front. That's why everyone lies. But... the biggest liar of all... was me.|5.046032|4.9951553|5.4752326
418|Any momentary triumph you think you have gained through argument is really a Pyrrhic victory: The resentment and ill will you will stir up is stronger and lasts longer than any momentary change of opinion. It is much more powerful to get others to agree with you through your actions, without saying a word. Demonstrate, do not explicate.|5.905527|3.8534005|5.668974
1831|Before re-entering a relaxation vault at the conclusion of testing, please take a moment to write down the results of your test. An Aperture Science Reintegration Associate will revive you for an interview when society has been rebuilt.|6.985981|4.6929164|4.4974384
1775|All right, I've been thinking. When life gives you lemons? Don't make lemonade. Make life take the lemons back! Get mad! I don't want your damn lemons! What am I supposed to do with these?|6.568226|6.2796874|3.7576742
